ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,consumer_info_demand_yes,info_session_self_reported_demand,info_session_link_clicked,requests_full_ad_check,,prior_companies_1,prior_own_company,prior_own_comapny_c,prior_platforms_1,info_treatment,posterior_belief_1,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,stated_preferences_8,stated_preferences_9,initial_beliefs_1_1,initial_beliefs_3_1,posterior_belief_old_1,stated_consumer,US_HQ,treated,prior_belief_platforms,posterior_belief,belief_own_company_yes,belief_own_company_no,prior_own_company_c,own_company_certainty,own_company_confidence_belief,female,male,digital_ad_use_yes,full_time_employee,part_time_employee,exec,marketing_role,big_business,no_info_demand,info_demand_yes,long_role,not_biased,appeared_on_misinfo,appears_in MP_data,final_role_type,platform_choice_misinfo,final_marketing
R_3mCfyCsfHxW4UBb,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,78,No,Very sure,80,,69,I would not like to receive this information.,DataKind,United States of America,101 to 1000,Between 10 years to less than 20 years,Health,,Yes,Male,Somewhat agree,Not biased,,,Control,,,0,0,0,,1,0,80,69,0,1,Very sure,Certain,Certain - No,0,1,1,1,0,1,0,1,1,0,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_T5840oOlcOqJcR3,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not like to receive this information.,0,I have signed up for this consultation.,1,1,,50,No,Somewhat sure,45,I have carefully read the above information.,40,I would not like to receive this information.,DataKind,Nigeria,"1001 to 10,000",Between 10 years to less than 20 years,Finance,,Yes,Male,Strongly agree,Not biased,To  correct unethical  Ads placement on mis information websites,none,Treatment,,,0,0,0,,0,1,45,40,0,1,Somewhat sure,Certain,Certain - No,0,1,1,1,0,1,0,1,1,0,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_2e895vemCdL0mle,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Legal occupation  (e.g. lawyers, judges, legal support workers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,0,0,,32,No,Somewhat sure,6,I have carefully read the above information.,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,0 to 10,Between 1 year to less than 5 years,"Government, Politics or Religion",,I don't know,Male,Agree,Not biased,To inform ,,Treatment,,,0,0,0,,1,1,6,80,0,1,Somewhat sure,Certain,Certain - No,0,1,0,1,0,0,0,0,0,1,0,1,0,0,"Legal occupation  (e.g. lawyers, judges, legal support workers, etc.)",0,0
R_1BYu0bzakPpV4Jn,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,0,1,,75,No,Somewhat sure,0,I have carefully read the above information.,95,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,0 to 10,Between 5 years to less than 10 years,Other (please specify),Business Services,Yes,Male,Neither agree nor disagree,Slightly left-wing biased,Digital technologies how it impacts organizations decision about which platforms to use for online advertising,,Treatment,,,0,0,0,,1,1,0,95,0,1,Somewhat sure,Certain,Certain - No,0,1,1,0,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_D2a6zgMFp3WJieZ,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,1,1,,100,Yes,Unsure,100,,300,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Brazil,11 to 100,Between 1 year to less than 5 years,Health,,Yes,Male,Strongly agree,Slightly left-wing biased,Understand if companies care about how the users are being caught. If it matters where the ads are being displayed and to whom.,It’s an important matter to be understood and discussed.,Control,,,0,0,0,,0,0,100,300,1,0,Unsure,Uncertain,Uncertain - Yes,0,1,1,0,0,1,0,0,0,1,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3j0yTACLVS9XIAI,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,45,Yes,Somewhat sure,22,,9,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United Kingdom of Great Britain and Northern Ireland,"More than 10,000",Between 1 year to less than 5 years,Other (please specify),Real estate,Yes,Male,Agree,Not biased,Raise awareness ,,Control,,,0,0,0,,0,0,22,9,1,0,Somewhat sure,Certain,Certain - Yes,0,1,1,1,0,0,0,1,1,0,0,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0
R_CaabehgbmGPc7MR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Agree,Agree,Strongly agree,Agree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,1,1,,99,No,Very sure,99,I have carefully read the above information.,10000,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,20 or more years,Business Solutions,,No,Female,Neither agree nor disagree,Slightly left-wing biased,to inform business leaders about how adtech works and to collect opinions about it,,Treatment,,,0,0,0,,1,1,99,10000,0,1,Very sure,Certain,Certain - No,1,0,0,0,0,0,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_PB8x9mf9BFoPvuV,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,1,0,,60,No,Sure,60,I have carefully read the above information.,100,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Colombia,11 to 100,Between 5 years to less than 10 years,Other (please specify),Resl estate ,No,Male,Strongly agree,Not biased,To help stop the spread of misinformation and validity of misinformation websites,,Treatment,,,0,0,0,,0,1,60,100,0,1,Sure,Certain,Certain - No,0,1,0,1,0,1,0,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_2f1c7opgnRD0wca,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,5,No,Somewhat sure,3,I have carefully read the above information.,5,I would not like to receive this information.,The Global Disinformation Index,South Korea,"More than 10,000",Between 10 years to less than 20 years,Technology,,I don't know,Male,Agree,Not biased, A,Na,Treatment,,,0,0,0,,0,1,3,5,0,1,Somewhat sure,Certain,Certain - No,0,1,0,1,0,0,0,1,0,1,1,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_x5RVTzbT4Qdab3r,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,Other occupation (please specify):,Management Consultant,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,99,No,Somewhat sure,1,,500,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 5 years to less than 10 years,Technology,,I don't know,Male,Somewhat agree,Slightly left-wing biased,"Understand business leaders concerns and attitudes about promoting misinformation, how much do they care?","First, my organization likely does next to zero digital advertising because it is not a consumer oriented business.  Second, I am alarmed by the indirect promotion of misinformation and hate speech by companies pursuing ad revenue and clicks.  ",Control,,,0,0,0,,1,0,1,500,0,1,Somewhat sure,Certain,Certain - No,0,1,0,0,0,0,0,1,1,0,1,0,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_3pbbu2WX9vZw2me,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,20,No,Very sure,20,I have carefully read the above information.,20,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,11 to 100,Between 5 years to less than 10 years,Industrial,,Yes,Male,Neither agree nor disagree,Slightly left-wing biased,To create awareness of miss information websites.,"My greatest concern here is, who is determining if a website contains miss information or not? For example, Twitter. Did it spread or suppress information during the 2020 elections? Is that there for miss information?",Treatment,,,0,0,0,,1,1,20,20,0,1,Very sure,Certain,Certain - No,0,1,1,1,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_3Puxtw884l7UpkN,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,100,Yes,Sure,70,,500,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Spain,"1001 to 10,000",Between 5 years to less than 10 years,Education,,Yes,Female,Strongly agree,Not biased,Demostrate what the programátic ad Systems do,,Control,,,0,0,0,,0,0,70,500,1,0,Sure,Certain,Certain - Yes,1,0,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_2wN6rquvsrpWMvh,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,92,No,Somewhat sure,10,I have carefully read the above information.,35,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,11 to 100,Between 10 years to less than 20 years,Health,,Yes,Female,Agree,Slightly left-wing biased,Awareness about ads of reputable companies being placed erroneously on misinformation sites,,Treatment,,,0,0,0,,1,1,10,35,0,1,Somewhat sure,Certain,Certain - No,1,0,1,1,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_vubIj2aS5S90L2V,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Federal Lobbyist - Public Policy Consultant ,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,5000,No,Very sure,100,I have carefully read the above information.,1000,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,20 or more years,Other (please specify),Lobbying /Consulting,No,Male,Agree,Not biased,"Studying how the Google and Microsoft platforms -- do ""batch sales"" of multiple websites for companies that may have no knowledge of where their products are being placed on multiple mis-information websites.  Google and Microsoft are making $$$ and tell their customers that we got you so many hits on so many websites reaching millions of eyeballs.  ",Have you presented your findings to those companies whose ads appear on hate speech and mis-information websites? ,Treatment,,,0,0,0,,1,1,100,1000,0,1,Very sure,Certain,Certain - No,0,1,0,1,0,0,0,0,0,1,1,1,0,0,Other occupation (please specify):,1,0
R_2fcYXgKcpPlyx5M,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,85,No,Very sure,85,,85,I would not like to receive this information.,DataKind,Spain,0 to 10,Less than 1 year,Business Solutions,,I don't know,Male,Somewhat agree,Not biased,Gather Misinformation opinions,,Control,,,0,0,0,,0,0,85,85,0,1,Very sure,Certain,Certain - No,0,1,0,0,0,1,0,0,1,0,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_11jgqkxp19Hifel,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,75,No,Somewhat sure,75,I have carefully read the above information.,75,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Netherlands,11 to 100,Between 10 years to less than 20 years,Business Solutions,,Yes,Male,Agree,Slightly left-wing biased,Create awareness,None,Treatment,,,0,0,0,,0,1,75,75,0,1,Somewhat sure,Certain,Certain - No,0,1,1,1,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_3kc4UA6x9lviC3v,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,85,No,Somewhat sure,85,,55,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Germany,"More than 10,000",Between 1 year to less than 5 years,Technology,,Yes,Male,Neither agree nor disagree,Not biased,To quantify and analyse market sentiment for tools or platforms to control sites showing paid ads.,,Control,,,0,0,0,,0,0,85,55,0,1,Somewhat sure,Certain,Certain - No,0,1,1,1,0,0,0,1,0,1,0,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_29nBImJHSDJN5lB,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Strongly agree,Somewhat disagree,Strongly agree,Agree,Agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,100,No,Sure,8,I have carefully read the above information.,75,I would not like to receive this information.,DataKind,Mexico,0 to 10,Between 10 years to less than 20 years,Business Solutions,,No,Male,Agree,Slightly left-wing biased,Impact and sell ad's ,None,Treatment,,,0,0,0,,0,1,8,75,0,1,Sure,Certain,Certain - No,0,1,0,1,0,0,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_ZDbsi73Flcc19Tj,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,88,Yes,Sure,88,I have carefully read the above information.,200,I would not like to receive this information.,The Global Disinformation Index,United States of America,"More than 10,000",Less than 1 year,Technology,,Yes,Male,Strongly disagree,Not biased,Identifying how the public is aware of company advertising practices,,Treatment,,,0,0,0,,1,1,88,200,1,0,Sure,Certain,Certain - Yes,0,1,1,1,0,0,0,1,0,1,0,1,1,1,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
