ResponseId,UserLanguage,consent,age,gender,residence,US_citizen,newspapers,news_sources,platforms_used,platforms_used_5_TEXT,news_media_trust,petitions_num_1,gift_card_ranking_uber,gift_card_ranking_lyft,gift_card_ranking_GH,gift_card_ranking_DD,gift_card_ranking_S,gift_card_ranking_BK,confirm_top_choice,gift_card_weight_1,gift_card_weight_2,gift_card_weight_3,gift_card_weight_4,gift_card_weight_5,gift_card_weight_6,gift_card_use_uber,gift_card_use_lyft,gift_card_use_GH,gift_card_use_DD,gift_card_use_S,gift_card_use_BK,misinfo_intro,control_info,T1_info,T2_info,T3_info,T4_info_S,T4_info_uber_GH,T4_info_BK_DD_lyft_1,T4_info_BK_DD_lyft_2,outcome_1,outcome_1_why,outcome_2,outcome_2_why,attn_check_1,petition_c_P_B,petition_c_P_A,petition_c_C_B,petition_c_C_A,petition_T1_P_B,petition_T1_P_A,petition_T1_C_B,petition_T1_C_A,petition_T2_P_B,petition_T2_P_A,petition_T2_C_B,petition_T2_C_A,petition_T3_P_B,petition_T3_P_A,petition_T3_C_B,petition_T3_C_A,petition_T4_P_B,petition_T4_P_A,petition_T4_C_B,petition_T4_C_A,ratings_trust,ratings_bias,factual_errors,quality,employment,education,household_income,race,vote,survey_purpose,survey_trust,survey_bias,group,petition_link_clicked,passes_attn_check_1,top_choice_consistent,outcome_1_text,confirm_top_choice_text,top_ranked_choice,second_ranked_choice,switch_in_preference,weight_of_top_choice,weight_of_outcome,outcome_top_choice_weight_diff,outcome_1_misinfo_rank,top_choice_misinfo_rank,outcome_2_text,petition_none,petition_company_block,petition_company_allow,petition_platform_block,petition_platform_allow,petition_clicks_company_block,petition_clicks_company_allow,petition_clicks_platform_block,petition_clicks_platform_allow,petition_self_reported_company_block,petition_self_reported_company_allow,petition_self_reported_platform_block,petition_self_reported_platform_allow,control_group,T1_group,T2_group,T3_group,T4_group,gender_text,gender_male,gender_female,gender_third,age_text,race_text,residence_text,consumes_misinfo,news_media_trust_text,news_media_trust_low,news_media_trust_high,petition_signer,freq_of_use_top_choice,freq_use_of_top_choice_text,frequently_used_top_choice,freq_use_of_outcome,freq_use_of_outcome_text,frequently_used_outcome,vote_text,vote_trump,vote_biden,vote_other,vote_none,household_income_text,income_50K_below,income_50K_plus,income_25K_below,income_25K_to_50K,income_50K_to_100K,income_100K_above,income_no_answer,educ_text,educ_no_degree,educ_associates_plus,educ_college_plus,educ_high_school,educ_some_college,educ_bachelors,educ_post_graduate,employment_text,working_paid,working_self,working_any,not_working,working_no_answer,num_platforms_used,petition,petition_clicks,petition_block,frequent_user,weight_diff_category,weight_diff_negative,switched_categories,switch_misinfo_mag,outcome_1_topic,outcome_2_topic,weights_difference
R_1QaejZohvIVMp7s,EN,4,6,1,4,1,9,1,"(1, 2)",,3,0,4,3,5,6,1,2,5,15,15,10,10,25,25,5,4,5,5,5,5,4,,,9,,,,,,5,I would probably use this card more than the rest.,1,Misinformation is a huge problem these days of social media.,"1,5",,,,,,,,,,,,,,,,,,,,,2,3,3,5,1,5,4,3,2,Misinformation on websites.,6,4,T2,0,1,1,Subway,Subway,Subway,Burger King,0,25,25,0,4,4,company_block,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Male,1,0,0,age_65_plus,White,W,1,Some trust,0,0,0,5,did_not_use,0,5,did_not_use,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,0,same weight,0,0,0,Use,Misinformation concerns,0
R_24IbtaDcl7OC2Sy,EN,4,3,1,3,1,"1,9,14,18",1,"(1, 2)",,3,0,1,5,4,2,6,3,1,40,20,10,10,10,10,1,2,3,1,3,3,4,,,,,,9,,,1,I use them more than others listed,1,It's just not good,"1,5",,,,,,,,,,,,,,,,,,,1,,3,4,3,3,1,5,4,1,1,Misinformation spreading to trusted sites,6,4,T4,0,1,1,Uber,Uber,Uber,DoorDash,0,40,40,0,6,6,company_block,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Male,1,0,0,age_35_44,Black,S,1,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Use,Best option,20
R_1rBpqixlMDKjQh2,EN,4,5,1,4,1,"2,12,14,16,17,18,26",1,"(1, 2, 3)",,3,7,6,5,2,1,4,3,4,5,10,30,35,10,10,3,2,3,3,3,3,4,9,,,,,,,,4,I use them most often,1,Being on misinformation sites taints the reputation of the company advertising,"1,5",,,1,,,,,,,,,,,,,,,,,,2,3,1,5,5,5,4,3,2,to inform people of misinformation websites and how to deal with them,6,4,control,1,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,35,35,0,6,6,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Male,1,0,0,age_55_64,White,W,1,Some trust,0,0,1,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,3,petition_block,company_block,1,0,same weight,0,0,0,Use,Company responsibility,5
R_3mktoBXt7PLfJqd,EN,4,5,1,4,1,21,1,"(1, 2)",,5,0,4,6,5,3,1,2,5,0,0,0,0,80,20,5,5,5,5,2,3,4,,9,,,,,,,5,Because I like the food at Subway. ,5,Because I don't think its wrong for companies to advertise on these sites.,"1,5",,,,,,,,,,,,,,,,,,,,,4,5,3,3,1,2,3,3,1,To evaluate people's opinions on misinformation websites. ,3,6,T1,0,1,1,Subway,Subway,Subway,Burger King,0,80,80,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,1,0,0,age_55_64,White,W,0,Very low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Like,Company responsibility,60
R_bsDABdXxffTylih,EN,4,3,2,3,1,"2,11,16,17,18",3,"(1, 2, 3)",,3,0,5,4,6,2,3,1,6,20,10,10,20,20,20,5,5,5,3,2,2,4,,9,,,,,,,6,I like the food at this company.,5,I am not interested,"1,5",,,,,,,,,,,,,,,,,,,,,2,2,2,4,2,3,3,1,4,It was about misinformation websites.,7,4,T1,0,1,1,Burger King,Burger King,Burger King,DoorDash,0,20,20,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_35_44,Black,S,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,25K_to_50K,1,0,0,1,0,0,0,some_college,1,0,0,0,1,0,0,self_empployed,0,1,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Like,No interest,0
R_ZrRvQJbUFAkvUDD,EN,4,3,2,2,1,26,3,"(1, 2)",,4,0,6,5,1,4,2,3,4,10,10,20,20,20,20,5,5,2,1,1,3,4,,,,9,,,,,4,So I can eat from the healthy restaurants ,5,Because I don’t wanna have information about anyone ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,5,2,1,2,2,1,2,To learn about what society deals with ,7,4,T3,0,1,0,DoorDash,DoorDash,Grubhub,Subway,0,20,20,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_35_44,Black,MW,0,Low trust,1,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Product features,No interest,0
R_2CUpL10FXAGYPmE,EN,4,6,1,3,1,17,1,"(1, 2)",,3,0,1,6,5,4,3,2,1,40,0,0,0,20,40,3,5,5,5,5,4,4,9,,,,,,,,1,most useful,5,iagree with the concept...judging accuracy is another topic...feel like I'm being solicited ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,2,4,5,3,4,3,4,unclear...root out misinformation...support Uber ,5,4,control,0,1,1,Uber,Uber,Uber,Burger King,0,40,40,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_65_plus,White,S,0,Some trust,0,0,0,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,Misinformation concerns,0
R_2B9yjl6KA2kUYyh,EN,4,6,1,3,1,21,3,"(1, 2)",,3,0,5,6,3,4,1,2,5,5,5,10,10,40,30,5,5,5,5,2,3,4,,,,9,,,,,5,"Subway is the healthier choice among the list, their menu has new sandwich choices that I want to try",5,"I don't see petitions as having any real change, things may get on a ballot but rarely create any changes. ","1,5",,,,,,,,,,,,,,,,,,,,,3,4,2,5,5,3,4,3,1,Making people aware of misinformation sites.,7,4,T3,0,1,1,Subway,Subway,Subway,Burger King,0,40,40,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,1,0,0,age_65_plus,White,S,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,1,same weight,0,0,0,Product features,No interest,10
R_YWShfjvKJFdbXcl,EN,4,6,1,3,1,26,5,5,none,1,0,6,4,5,3,2,1,6,0,0,0,0,20,80,5,5,5,5,3,2,4,,9,,,,,,,5,I like subway sandwiches they make me Hangry,5,I don't sign things like that.,"1,5",,,,,,,,,,,,,,,,,,,,,5,1,1,5,5,5,3,3,2,Truth seeking websites,4,1,T1,0,1,1,Subway,Burger King,Burger King,Subway,1,80,20,-60,2,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,1,0,0,age_65_plus,White,S,0,Very high trust,0,1,0,2,about_once_or_twice_a_month,1,3,once_every_few_months,0,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,1,None,No clicks,0,1,negative weight difference,1,0,1,Like,No interest,60
R_OdThtCPoEhjYwfL,EN,4,5,2,3,1,21,3,2,,2,0,4,3,6,5,2,1,6,10,10,20,10,25,25,5,5,5,5,4,3,4,9,,,,,,,,6,I often go to this place than the other ones,5,just dont,"1,5",,,,,,,,,,,,,,,,,,,,,3,2,4,4,7,1,2,1,2,study of finances,6,4,control,0,1,1,Burger King,Burger King,Burger King,Subway,0,25,25,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_55_64,Black,S,0,High trust,0,1,0,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,1,None,No clicks,0,0,same weight,0,0,0,Use,No interest,0
R_2OH1iy4VkJqnVSo,EN,4,3,2,3,1,"2,17,36",3,"(1, 2)",,3,0,3,4,1,2,5,6,4,20,10,20,50,0,0,5,5,2,2,5,5,4,,9,,,,,,,4,I like door dash business,5,I don't like signing petitions,"1,5",,,,,,,,,,,,,,,,,,,,,3,2,2,2,1,3,3,3,4,For the spread of misinformation for company's,6,4,T1,0,1,0,DoorDash,DoorDash,Grubhub,DoorDash,0,50,50,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_35_44,White,S,1,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,25K_to_50K,1,0,0,1,0,0,0,some_college,1,0,0,0,1,0,0,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Like,No interest,30
R_3qIQGvaKEhgrN1g,EN,4,3,1,3,1,"33,11,16,17,18",3,"(1, 2, 3, 4)",,1,4,2,5,4,1,6,3,4,20,10,0,70,0,0,2,3,2,1,4,3,4,,9,,,,,,,4,Doordash is my favorite ,1,People will think the ads are spam,"1,5",,,,,,,1,,,,,,,,,,,,,,1,5,5,1,1,5,3,1,2,I don't know ,5,4,T1,0,1,1,DoorDash,DoorDash,DoorDash,Uber,0,70,70,0,6,6,company_block,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,1,0,0,age_35_44,Black,S,1,Very high trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,same weight,0,0,0,Like,Misinformation concerns,50
R_12PHVDI8IgM2Q2V,EN,4,6,2,3,1,21,3,"(1, 2)",,3,0,3,4,6,5,2,1,6,1,1,1,1,2,94,3,5,5,5,3,2,4,,,,9,,,,,6,Because it is conveniently located for me and I do not have a car,1,Misinformation is not healthy for the public that Burger King supposedly takes pride in serving so why would they want people to be misinformed and why woud they support it.kd,"1,5",,,,,,,,,,,,,,,1,,,,,,3,3,1,5,5,5,2,1,2,Misinformation Awareness,4,4,T3,1,1,1,Burger King,Burger King,Burger King,Subway,0,94,94,0,3,3,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Female,0,1,0,age_65_plus,Black,S,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,2,petition_block,company_block,1,1,same weight,0,0,0,Product features,Company responsibility,92
R_2X08Ws3i2sEFd0h,EN,4,5,2,3,1,21,3,"(1, 2)",,3,0,4,6,5,3,2,1,6,0,0,0,0,25,75,5,5,5,5,3,4,4,,,,,,,9,,6,Because it's close to me and I like their food,5,I don't tell people what they should or shouldn't do,"1,5",,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,2,1,1,4,Don't know enough to say ,4,4,T4,0,1,1,Burger King,Burger King,Burger King,Subway,0,75,75,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,0,1,0,age_55_64,Black,S,0,Some trust,0,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,50
R_245Z3YDQpBKklgn,EN,4,3,1,1,1,"9,11,14,15,16,17,18,26",1,"(1, 2, 3, 4)",,2,4,3,4,2,1,5,6,4,15,15,20,20,15,15,2,1,2,1,1,3,4,,,,9,,,,,4,Its the best fit,3,Its the best option,"1,5",,,,,,,,,,,,,1,,,,,,,,1,3,3,3,1,6,6,3,2,Excellent,7,4,T3,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,20,20,0,6,6,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Male,1,0,0,age_35_44,White,NE,1,High trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,same weight,0,0,0,Like,Best option,0
R_3nAv7qBGdPK6C3M,EN,4,2,1,4,1,"2,31,11",3,"(1, 2, 3, 4)",,2,1,4,6,1,3,2,5,4,5,5,20,40,20,10,4,3,2,4,2,3,4,,,9,,,,,,4,I like dorsal,2,Nothing colts to mind,"1,5",,,,,,,,,,,,,,,,,,,,,4,4,3,4,1,5,6,2,2,To understand food delivery services,6,4,T2,0,1,0,DoorDash,DoorDash,Grubhub,Subway,0,40,40,0,6,6,company_allow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Male,1,0,0,age_25_34,Asian,W,1,High trust,0,1,1,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,0,same weight,0,0,0,Like,No interest,20
R_1LdHdbSXnBVB9fY,EN,4,3,1,3,1,"14,16,18",3,"(1, 2, 5)",YouTube ,1,0,6,4,5,3,2,1,6,0,0,0,0,0,100,5,5,5,5,5,4,4,9,,,,,,,,6,Burger King is fresh and clean.,5,Gravy,"1,5",,,,,,,,,,,,,,,,,,,,,1,3,3,3,7,2,7,3,1,Gravy,7,4,control,0,1,1,Burger King,Burger King,Burger King,Subway,0,100,100,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_35_44,White,S,0,Very high trust,0,1,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Product features,,100
R_3dMjZP00910IfBw,EN,4,4,1,4,1,"1,2,30,31,32,33,14,16,17,18,26,36",1,"(1, 5)",Instagram ,5,0,1,4,5,6,3,2,1,40,0,0,0,30,30,2,5,5,5,3,4,4,,,,,,9,,,1,I use their services ,5,Wokeness is a pandemic ,"1,5",,,,,,,,,,,,,,,,,,,,,5,3,3,3,2,7,8,2,1,To survey disinformation ,4,7,T4,0,1,1,Uber,Uber,Uber,Burger King,0,40,40,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_45_54,Asian,W,1,Very low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,self_empployed,0,1,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Use,Misinformation concerns,10
R_6W0SN084Jp7Yv1n,EN,4,4,2,2,1,21,1,"(1, 2, 3)",,5,1,1,2,3,5,4,6,1,30,10,20,20,10,10,4,5,5,4,5,5,4,,9,,,,,,,1,Its the mosr reasonable for me ,1,It sounds the most reasonable ,"1,5",,,,,,,1,,,,,,,,,,,,,,4,3,1,3,4,2,1,1,4,To provide whether misinformation effects journalism ,4,4,T1,1,1,1,Uber,Uber,Uber,Lyft,0,30,30,0,6,6,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Female,0,1,0,age_45_54,Black,MW,0,Very low trust,1,0,1,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,petition_block,company_block,1,0,same weight,0,0,0,Like,Best option,10
R_Dr5vxG0XfwoD1gl,EN,4,6,2,2,1,21,2,"(1, 2)",,4,3,5,6,4,3,1,2,5,1,1,1,1,90,6,5,5,5,3,2,3,4,9,,,,,,,,5,"I chose this gift card, because it iw where I can purchase food that is better for my current eating standards, and I enjoy the selection of food items Subway offers.",3,"I chose this option, because I believe the companies who allow their ads to appear on misinformation websites are no better than the misinformation websites themselves, as they are ""prostituting"" themselves in order to gain profit from the advertisements.","1,5",1,,,,,,,,,,,,,,,,,,,,4,2,2,2,4,6,3,1,2,"I believe the purpose of the study is to determine the overall view of how participants, and/or people in general, feel about misinformation webite reporting, along with how important is it to consumers of certain product that the comapnies they suppor or buy product from utlize or do not utilize the misinformation website to advertize their products.  Additionally, I got the impression that it was important for the surveyors to gain signatures on their petition in an effort to possible curtail the practice of misinformation advertisement.",5,3,control,1,1,1,Subway,Subway,Subway,Burger King,0,90,90,0,4,4,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Female,0,1,0,age_65_plus,Black,MW,0,Low trust,1,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,2,petition_block,platform_block,1,1,same weight,0,0,0,Product features,Company responsibility,84
R_3OieYYDhVAd6KH8,EN,4,4,1,1,1,21,3,"(1, 2)",,3,0,5,6,3,4,2,1,5,0,0,0,0,50,50,5,5,5,5,1,1,4,,,,,9,,,,5,BECAUSE I LIKE THE BRAND ,5,BECAUSE I DON'T HAVE TOO ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,4,3,6,3,1,1,2,TO FOCUS ON MISINFORMATION ,6,4,T4,0,1,0,Subway,Subway,Burger King,Subway,0,50,50,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_45_54,Black,NE,0,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,1,same weight,0,0,0,Like,No interest,0
R_2UbU6GUkcShwKg9,EN,4,4,1,2,1,21,1,1,,3,0,6,5,1,4,2,3,6,0,0,0,0,50,50,5,5,5,5,1,1,4,9,,,,,,,,6,I love Burger King ,1,They need right information not misinformation,"1,5",,,1,,,,,,,,,,,,,,,,,,3,5,2,1,1,2,7,3,1,To gather truthful information,7,4,control,0,1,0,Burger King,Burger King,Grubhub,Subway,0,50,50,0,3,3,company_block,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Male,1,0,0,age_45_54,White,MW,0,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,1,None,No clicks,0,1,same weight,0,0,0,Love,Misinformation concerns,0
R_bPY3HWXZeLeralr,EN,4,2,2,1,1,"24,12,27,16,17,26",2,"(1, 2, 3)",,3,0,2,4,3,1,6,5,3,0,0,50,0,0,50,3,4,4,3,2,1,4,,,,9,,,,,3,very good service to use,3,good,"1,5",,,,,,,,,,,,,1,,,,,,,,3,2,3,3,4,2,4,2,2,to see how much company is using mis information,4,5,T3,0,1,0,Grubhub,Grubhub,DoorDash,Uber,0,50,50,0,2,2,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_25_34,Asian,NE,1,Some trust,0,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Frequency of use,Best option,0
R_2cCyAN5IAvkP81u,EN,4,6,1,3,1,"1,2,33,11,17",1,"(1, 2, 3)",,5,0,2,5,4,3,6,1,6,30,0,0,10,0,60,3,5,5,5,5,2,4,,,,,,,9,,1,"Of the ones who advertised on misinformation websites I saw where Subway was the least but I do not like Subway, Burger King was i the middle and Uber was close to being the least. ",5,"I do not sign petitions, they do very little good and someone has your name and address to bug you in the future.","1,5",,,,,,,,,,,,,,,,,,,,,4,5,2,4,5,5,6,3,1,Very different approach taken,6,4,T4,0,1,1,Uber,Burger King,Burger King,Uber,1,60,30,-30,4,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Male,1,0,0,age_65_plus,White,S,1,Very low trust,1,0,0,2,about_once_or_twice_a_month,1,3,once_every_few_months,0,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,negative weight difference,1,1,-1,Misinformation,No interest,30
R_b1NYPA5VTTSeY5b,EN,4,5,1,4,1,"5,6,11,17,18",3,"(1, 2)",,4,0,6,4,5,3,1,2,5,5,5,5,5,70,10,3,5,5,5,1,2,4,,,,9,,,,,5,I love to eat subway sandwiches. They are very tasty.,1,Companies like Subway should not advertise on misinformation web sites because their advertising gives validity to these types of websites.,"1,5",,,,,,,,,,,,,,,1,,,,,,3,3,2,5,1,5,4,3,1,"Companies like Subway advertising on Misinformation Websites,",7,4,T3,1,1,1,Subway,Subway,Subway,Burger King,0,70,70,0,4,4,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Male,1,0,0,age_55_64,White,W,1,Low trust,1,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,2,petition_block,company_block,1,1,same weight,0,0,0,Love,Company responsibility,60
R_3Po8OmQ9EJuJuT1,EN,4,4,2,3,1,24,1,1,,4,0,5,6,3,1,2,4,4,0,0,0,70,15,15,5,5,5,2,3,2,4,9,,,,,,,,4,When I feel too tired to drive to restaurant to pick up food I can have it delivered ,5,I do not believe they protect the privacy of their customers,"1,5",,,,,,,,,,,,,,,,,,,,,4,5,3,2,1,2,1,1,2,Companies offering misleading information on their websites,3,4,control,0,1,1,DoorDash,DoorDash,DoorDash,Subway,0,70,70,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_45_54,Black,S,1,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,max_high_school,1,0,0,1,0,0,0,paid_employee,1,0,1,0,0,1,None,No clicks,0,1,same weight,0,0,0,Product features,"Trust, privacy and free speech concerns",55
R_vJlzCd8ygRf1BQd,EN,4,2,3,3,1,21,2,"(1, 4)",,5,0,3,6,2,5,1,4,5,0,0,0,0,100,0,5,5,5,5,3,5,4,,,9,,,,,,5,i use subway,5,i dont sign petitions,"1,5",,,,,,,,,,,,,,,,,,,,,5,1,3,3,4,3,2,3,3,Something about misinformation that is biased towards corporations.,4,2,T2,0,1,1,Subway,Subway,Subway,Grubhub,0,100,100,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Third_Gender,0,0,1,age_25_34,White,S,0,Very low trust,1,0,0,3,once_every_few_months,0,3,once_every_few_months,0,Other,0,0,1,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Use,No interest,100
R_5d2rDJGGnAE1k1X,EN,4,4,2,3,1,2,2,2,,3,0,2,4,5,3,1,6,5,10,10,10,10,50,10,5,5,5,5,5,5,4,,,,9,,,,,5,I dont use delivery servicea and i dont like burger king,3,Mostly everything is digital that wil be rhe best choice for now,"1,5",,,,,,,,,,,,,1,,,,,,,,3,2,3,3,4,5,1,1,2,To understand the importance of companies are advertised properly,2,4,T3,1,1,1,Subway,Subway,Subway,Uber,0,50,50,0,4,4,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_45_54,Black,S,0,Some trust,0,0,0,5,did_not_use,0,5,did_not_use,0,Biden,0,1,0,0,25K_below,1,0,1,0,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,1,petition_block,platform_block,1,0,same weight,0,0,0,Use,Platform responsibility,40
